source,target,edge_type,weight
cliente_35283,agencia_276,cliente_agencia,1.0
cliente_35284,agencia_457,cliente_agencia,1.0
cliente_35285,agencia_264,cliente_agencia,1.0
cliente_35286,agencia_153,cliente_agencia,1.0
cliente_35287,agencia_409,cliente_agencia,1.0
cliente_35288,agencia_492,cliente_agencia,1.0
cliente_35289,agencia_37,cliente_agencia,1.0
cliente_35290,agencia_59,cliente_agencia,1.0
cliente_35291,agencia_178,cliente_agencia,1.0
cliente_35292,agencia_774,cliente_agencia,1.0
cliente_35293,agencia_749,cliente_agencia,1.0
cliente_35294,agencia_99,cliente_agencia,1.0
cliente_35295,agencia_356,cliente_agencia,1.0
cliente_35296,agencia_257,cliente_agencia,1.0
cliente_35297,agencia_51,cliente_agencia,1.0
cliente_35298,agencia_290,cliente_agencia,1.0
cliente_35299,agencia_569,cliente_agencia,1.0
cliente_35300,agencia_371,cliente_agencia,1.0
cliente_35301,agencia_506,cliente_agencia,1.0
cliente_35302,agencia_160,cliente_agencia,1.0
cliente_35303,agencia_183,cliente_agencia,1.0
cliente_35304,agencia_481,cliente_agencia,1.0
cliente_35305,agencia_789,cliente_agencia,1.0
cliente_35306,agencia_119,cliente_agencia,1.0
cliente_35307,agencia_77,cliente_agencia,1.0
cliente_35308,agencia_64,cliente_agencia,1.0
cliente_35309,agencia_377,cliente_agencia,1.0
cliente_35310,agencia_718,cliente_agencia,1.0
cliente_35311,agencia_184,cliente_agencia,1.0
cliente_35312,agencia_677,cliente_agencia,1.0
cliente_35313,agencia_726,cliente_agencia,1.0
cliente_35314,agencia_706,cliente_agencia,1.0
cliente_35315,agencia_136,cliente_agencia,1.0
cliente_35316,agencia_448,cliente_agencia,1.0
cliente_35317,agencia_13,cliente_agencia,1.0
cliente_35318,agencia_203,cliente_agencia,1.0
cliente_35319,agencia_641,cliente_agencia,1.0
cliente_35320,agencia_719,cliente_agencia,1.0
cliente_35321,agencia_564,cliente_agencia,1.0
cliente_35322,agencia_405,cliente_agencia,1.0
cliente_35323,agencia_175,cliente_agencia,1.0
cliente_35324,agencia_543,cliente_agencia,1.0
cliente_35325,agencia_744,cliente_agencia,1.0
cliente_35326,agencia_799,cliente_agencia,1.0
cliente_35327,agencia_317,cliente_agencia,1.0
cliente_35328,agencia_174,cliente_agencia,1.0
cliente_35329,agencia_82,cliente_agencia,1.0
cliente_35330,agencia_235,cliente_agencia,1.0
cliente_35331,agencia_480,cliente_agencia,1.0
cliente_35332,agencia_787,cliente_agencia,1.0
cliente_35333,agencia_185,cliente_agencia,1.0
cliente_35334,agencia_175,cliente_agencia,1.0
cliente_35335,agencia_125,cliente_agencia,1.0
cliente_35336,agencia_418,cliente_agencia,1.0
cliente_35337,agencia_414,cliente_agencia,1.0
cliente_35338,agencia_220,cliente_agencia,1.0
cliente_35339,agencia_267,cliente_agencia,1.0
cliente_35340,agencia_323,cliente_agencia,1.0
cliente_35341,agencia_305,cliente_agencia,1.0
cliente_35342,agencia_779,cliente_agencia,1.0
cliente_35343,agencia_366,cliente_agencia,1.0
cliente_35344,agencia_555,cliente_agencia,1.0
cliente_35345,agencia_30,cliente_agencia,1.0
cliente_35346,agencia_604,cliente_agencia,1.0
cliente_35347,agencia_379,cliente_agencia,1.0
cliente_35348,agencia_640,cliente_agencia,1.0
cliente_35349,agencia_503,cliente_agencia,1.0
cliente_35350,agencia_294,cliente_agencia,1.0
cliente_35351,agencia_764,cliente_agencia,1.0
cliente_35352,agencia_594,cliente_agencia,1.0
cliente_35353,agencia_435,cliente_agencia,1.0
cliente_35354,agencia_506,cliente_agencia,1.0
cliente_35355,agencia_172,cliente_agencia,1.0
cliente_35356,agencia_34,cliente_agencia,1.0
cliente_35357,agencia_248,cliente_agencia,1.0
cliente_35358,agencia_416,cliente_agencia,1.0
cliente_35359,agencia_331,cliente_agencia,1.0
cliente_35360,agencia_117,cliente_agencia,1.0
cliente_35361,agencia_383,cliente_agencia,1.0
cliente_35362,agencia_715,cliente_agencia,1.0
cliente_35363,agencia_488,cliente_agencia,1.0
cliente_35364,agencia_155,cliente_agencia,1.0
cliente_35365,agencia_716,cliente_agencia,1.0
cliente_35366,agencia_333,cliente_agencia,1.0
cliente_35367,agencia_164,cliente_agencia,1.0
cliente_35368,agencia_34,cliente_agencia,1.0
cliente_35369,agencia_431,cliente_agencia,1.0
cliente_35370,agencia_745,cliente_agencia,1.0
cliente_35371,agencia_578,cliente_agencia,1.0
cliente_35372,agencia_224,cliente_agencia,1.0
cliente_35373,agencia_542,cliente_agencia,1.0
cliente_35374,agencia_55,cliente_agencia,1.0
cliente_35375,agencia_287,cliente_agencia,1.0
cliente_35376,agencia_724,cliente_agencia,1.0
cliente_35377,agencia_680,cliente_agencia,1.0
cliente_35378,agencia_319,cliente_agencia,1.0
cliente_35379,agencia_226,cliente_agencia,1.0
cliente_35380,agencia_82,cliente_agencia,1.0
cliente_35381,agencia_159,cliente_agencia,1.0
cliente_35382,agencia_498,cliente_agencia,1.0
cliente_35383,agencia_400,cliente_agencia,1.0
cliente_35384,agencia_770,cliente_agencia,1.0
cliente_35385,agencia_604,cliente_agencia,1.0
cliente_35386,agencia_80,cliente_agencia,1.0
cliente_35387,agencia_565,cliente_agencia,1.0
cliente_35388,agencia_342,cliente_agencia,1.0
cliente_35389,agencia_5,cliente_agencia,1.0
cliente_35390,agencia_77,cliente_agencia,1.0
cliente_35391,agencia_248,cliente_agencia,1.0
cliente_35392,agencia_289,cliente_agencia,1.0
cliente_35393,agencia_457,cliente_agencia,1.0
cliente_35394,agencia_338,cliente_agencia,1.0
cliente_35395,agencia_465,cliente_agencia,1.0
cliente_35396,agencia_769,cliente_agencia,1.0
cliente_35397,agencia_99,cliente_agencia,1.0
cliente_35398,agencia_190,cliente_agencia,1.0
cliente_35399,agencia_792,cliente_agencia,1.0
cliente_35400,agencia_698,cliente_agencia,1.0
cliente_35401,agencia_786,cliente_agencia,1.0
cliente_35402,agencia_654,cliente_agencia,1.0
cliente_35403,agencia_519,cliente_agencia,1.0
cliente_35404,agencia_354,cliente_agencia,1.0
cliente_35405,agencia_491,cliente_agencia,1.0
cliente_35406,agencia_387,cliente_agencia,1.0
cliente_35407,agencia_700,cliente_agencia,1.0
cliente_35408,agencia_558,cliente_agencia,1.0
cliente_35409,agencia_345,cliente_agencia,1.0
cliente_35410,agencia_18,cliente_agencia,1.0
cliente_35411,agencia_301,cliente_agencia,1.0
cliente_35412,agencia_694,cliente_agencia,1.0
cliente_35413,agencia_775,cliente_agencia,1.0
cliente_35414,agencia_337,cliente_agencia,1.0
cliente_35415,agencia_500,cliente_agencia,1.0
cliente_35416,agencia_601,cliente_agencia,1.0
cliente_35417,agencia_241,cliente_agencia,1.0
cliente_35418,agencia_633,cliente_agencia,1.0
cliente_35419,agencia_556,cliente_agencia,1.0
cliente_35420,agencia_107,cliente_agencia,1.0
cliente_35421,agencia_238,cliente_agencia,1.0
cliente_35422,agencia_13,cliente_agencia,1.0
cliente_35423,agencia_33,cliente_agencia,1.0
cliente_35424,agencia_474,cliente_agencia,1.0
cliente_35425,agencia_212,cliente_agencia,1.0
cliente_35426,agencia_563,cliente_agencia,1.0
cliente_35427,agencia_370,cliente_agencia,1.0
cliente_35428,agencia_631,cliente_agencia,1.0
cliente_35429,agencia_659,cliente_agencia,1.0
cliente_35430,agencia_208,cliente_agencia,1.0
cliente_35431,agencia_534,cliente_agencia,1.0
cliente_35432,agencia_299,cliente_agencia,1.0
cliente_35433,agencia_329,cliente_agencia,1.0
cliente_35434,agencia_229,cliente_agencia,1.0
cliente_35435,agencia_333,cliente_agencia,1.0
cliente_35436,agencia_165,cliente_agencia,1.0
cliente_35437,agencia_245,cliente_agencia,1.0
cliente_35438,agencia_651,cliente_agencia,1.0
cliente_35439,agencia_451,cliente_agencia,1.0
cliente_35440,agencia_642,cliente_agencia,1.0
cliente_35441,agencia_755,cliente_agencia,1.0
cliente_35442,agencia_402,cliente_agencia,1.0
cliente_35443,agencia_272,cliente_agencia,1.0
cliente_35444,agencia_346,cliente_agencia,1.0
cliente_35445,agencia_236,cliente_agencia,1.0
cliente_35446,agencia_777,cliente_agencia,1.0
cliente_35447,agencia_13,cliente_agencia,1.0
cliente_35448,agencia_388,cliente_agencia,1.0
cliente_35449,agencia_8,cliente_agencia,1.0
cliente_35450,agencia_729,cliente_agencia,1.0
cliente_35451,agencia_515,cliente_agencia,1.0
cliente_35452,agencia_272,cliente_agencia,1.0
cliente_35453,agencia_44,cliente_agencia,1.0
cliente_35454,agencia_252,cliente_agencia,1.0
cliente_35455,agencia_339,cliente_agencia,1.0
cliente_35456,agencia_483,cliente_agencia,1.0
cliente_35457,agencia_236,cliente_agencia,1.0
cliente_35458,agencia_405,cliente_agencia,1.0
cliente_35459,agencia_216,cliente_agencia,1.0
cliente_35460,agencia_489,cliente_agencia,1.0
cliente_35461,agencia_356,cliente_agencia,1.0
cliente_35462,agencia_675,cliente_agencia,1.0
cliente_35463,agencia_221,cliente_agencia,1.0
cliente_35464,agencia_529,cliente_agencia,1.0
cliente_35465,agencia_205,cliente_agencia,1.0
cliente_35466,agencia_618,cliente_agencia,1.0
cliente_35467,agencia_563,cliente_agencia,1.0
cliente_35468,agencia_648,cliente_agencia,1.0
cliente_35469,agencia_48,cliente_agencia,1.0
cliente_35470,agencia_532,cliente_agencia,1.0
cliente_35471,agencia_403,cliente_agencia,1.0
cliente_35472,agencia_243,cliente_agencia,1.0
cliente_35473,agencia_424,cliente_agencia,1.0
cliente_35474,agencia_653,cliente_agencia,1.0
cliente_35475,agencia_211,cliente_agencia,1.0
cliente_35476,agencia_759,cliente_agencia,1.0
cliente_35477,agencia_368,cliente_agencia,1.0
cliente_35478,agencia_594,cliente_agencia,1.0
cliente_35479,agencia_638,cliente_agencia,1.0
cliente_35480,agencia_338,cliente_agencia,1.0
cliente_35481,agencia_159,cliente_agencia,1.0
cliente_35482,agencia_710,cliente_agencia,1.0
cliente_35483,agencia_730,cliente_agencia,1.0
cliente_35484,agencia_155,cliente_agencia,1.0
cliente_35485,agencia_13,cliente_agencia,1.0
cliente_35486,agencia_477,cliente_agencia,1.0
cliente_35487,agencia_602,cliente_agencia,1.0
cliente_35488,agencia_252,cliente_agencia,1.0
cliente_35489,agencia_737,cliente_agencia,1.0
cliente_35490,agencia_572,cliente_agencia,1.0
cliente_35491,agencia_187,cliente_agencia,1.0
cliente_35492,agencia_418,cliente_agencia,1.0
cliente_35493,agencia_289,cliente_agencia,1.0
cliente_35494,agencia_263,cliente_agencia,1.0
cliente_35495,agencia_654,cliente_agencia,1.0
cliente_35496,agencia_591,cliente_agencia,1.0
cliente_35497,agencia_141,cliente_agencia,1.0
cliente_35498,agencia_464,cliente_agencia,1.0
cliente_35499,agencia_624,cliente_agencia,1.0
cliente_35500,agencia_528,cliente_agencia,1.0
cliente_35501,agencia_122,cliente_agencia,1.0
cliente_35502,agencia_340,cliente_agencia,1.0
cliente_35503,agencia_726,cliente_agencia,1.0
cliente_35504,agencia_240,cliente_agencia,1.0
cliente_35505,agencia_689,cliente_agencia,1.0
cliente_35506,agencia_53,cliente_agencia,1.0
cliente_35507,agencia_533,cliente_agencia,1.0
cliente_35508,agencia_505,cliente_agencia,1.0
cliente_35509,agencia_75,cliente_agencia,1.0
cliente_35510,agencia_717,cliente_agencia,1.0
cliente_35511,agencia_157,cliente_agencia,1.0
cliente_35512,agencia_190,cliente_agencia,1.0
cliente_35513,agencia_557,cliente_agencia,1.0
cliente_35514,agencia_392,cliente_agencia,1.0
cliente_35515,agencia_653,cliente_agencia,1.0
cliente_35516,agencia_169,cliente_agencia,1.0
cliente_35517,agencia_539,cliente_agencia,1.0
cliente_35518,agencia_386,cliente_agencia,1.0
cliente_35519,agencia_396,cliente_agencia,1.0
cliente_35520,agencia_619,cliente_agencia,1.0
cliente_35521,agencia_213,cliente_agencia,1.0
cliente_35522,agencia_384,cliente_agencia,1.0
cliente_35523,agencia_472,cliente_agencia,1.0
cliente_35524,agencia_507,cliente_agencia,1.0
cliente_35525,agencia_568,cliente_agencia,1.0
cliente_35526,agencia_162,cliente_agencia,1.0
cliente_35527,agencia_775,cliente_agencia,1.0
cliente_35528,agencia_403,cliente_agencia,1.0
cliente_35529,agencia_748,cliente_agencia,1.0
cliente_35530,agencia_628,cliente_agencia,1.0
cliente_35531,agencia_514,cliente_agencia,1.0
cliente_35532,agencia_716,cliente_agencia,1.0
cliente_35533,agencia_329,cliente_agencia,1.0
cliente_35534,agencia_143,cliente_agencia,1.0
cliente_35535,agencia_663,cliente_agencia,1.0
cliente_35536,agencia_102,cliente_agencia,1.0
cliente_35537,agencia_568,cliente_agencia,1.0
cliente_35538,agencia_168,cliente_agencia,1.0
cliente_35539,agencia_748,cliente_agencia,1.0
cliente_35540,agencia_720,cliente_agencia,1.0
cliente_35541,agencia_752,cliente_agencia,1.0
cliente_35542,agencia_8,cliente_agencia,1.0
cliente_35543,agencia_246,cliente_agencia,1.0
cliente_35544,agencia_572,cliente_agencia,1.0
cliente_35545,agencia_321,cliente_agencia,1.0
cliente_35546,agencia_516,cliente_agencia,1.0
cliente_35547,agencia_642,cliente_agencia,1.0
cliente_35548,agencia_298,cliente_agencia,1.0
cliente_35549,agencia_660,cliente_agencia,1.0
cliente_35550,agencia_707,cliente_agencia,1.0
cliente_35551,agencia_210,cliente_agencia,1.0
cliente_35552,agencia_703,cliente_agencia,1.0
cliente_35553,agencia_375,cliente_agencia,1.0
cliente_35554,agencia_658,cliente_agencia,1.0
cliente_35555,agencia_487,cliente_agencia,1.0
cliente_35556,agencia_237,cliente_agencia,1.0
cliente_35557,agencia_640,cliente_agencia,1.0
cliente_35558,agencia_411,cliente_agencia,1.0
cliente_35559,agencia_414,cliente_agencia,1.0
cliente_35560,agencia_376,cliente_agencia,1.0
cliente_35561,agencia_788,cliente_agencia,1.0
cliente_35562,agencia_578,cliente_agencia,1.0
cliente_35563,agencia_135,cliente_agencia,1.0
cliente_35564,agencia_197,cliente_agencia,1.0
cliente_35565,agencia_516,cliente_agencia,1.0
cliente_35566,agencia_528,cliente_agencia,1.0
cliente_35567,agencia_247,cliente_agencia,1.0
cliente_35568,agencia_647,cliente_agencia,1.0
cliente_35569,agencia_715,cliente_agencia,1.0
cliente_35570,agencia_485,cliente_agencia,1.0
cliente_35571,agencia_367,cliente_agencia,1.0
cliente_35572,agencia_166,cliente_agencia,1.0
cliente_35573,agencia_319,cliente_agencia,1.0
cliente_35574,agencia_350,cliente_agencia,1.0
cliente_35575,agencia_548,cliente_agencia,1.0
cliente_35576,agencia_276,cliente_agencia,1.0
cliente_35577,agencia_168,cliente_agencia,1.0
cliente_35578,agencia_378,cliente_agencia,1.0
cliente_35579,agencia_512,cliente_agencia,1.0
cliente_35580,agencia_704,cliente_agencia,1.0
cliente_35581,agencia_507,cliente_agencia,1.0
cliente_35582,agencia_179,cliente_agencia,1.0
cliente_35583,agencia_22,cliente_agencia,1.0
cliente_35584,agencia_304,cliente_agencia,1.0
cliente_35585,agencia_552,cliente_agencia,1.0
cliente_35586,agencia_728,cliente_agencia,1.0
cliente_35587,agencia_312,cliente_agencia,1.0
cliente_35588,agencia_254,cliente_agencia,1.0
cliente_35589,agencia_572,cliente_agencia,1.0
cliente_35590,agencia_753,cliente_agencia,1.0
cliente_35591,agencia_9,cliente_agencia,1.0
cliente_35592,agencia_529,cliente_agencia,1.0
cliente_35593,agencia_119,cliente_agencia,1.0
cliente_35594,agencia_565,cliente_agencia,1.0
cliente_35595,agencia_599,cliente_agencia,1.0
cliente_35596,agencia_30,cliente_agencia,1.0
cliente_35597,agencia_331,cliente_agencia,1.0
cliente_35598,agencia_471,cliente_agencia,1.0
cliente_35599,agencia_324,cliente_agencia,1.0
cliente_35600,agencia_748,cliente_agencia,1.0
cliente_35601,agencia_1,cliente_agencia,1.0
cliente_35602,agencia_134,cliente_agencia,1.0
cliente_35603,agencia_535,cliente_agencia,1.0
cliente_35604,agencia_544,cliente_agencia,1.0
cliente_35605,agencia_407,cliente_agencia,1.0
cliente_35606,agencia_685,cliente_agencia,1.0
cliente_35607,agencia_476,cliente_agencia,1.0
cliente_35608,agencia_47,cliente_agencia,1.0
cliente_35609,agencia_538,cliente_agencia,1.0
cliente_35610,agencia_659,cliente_agencia,1.0
cliente_35611,agencia_438,cliente_agencia,1.0
cliente_35612,agencia_563,cliente_agencia,1.0
cliente_35613,agencia_477,cliente_agencia,1.0
cliente_35614,agencia_86,cliente_agencia,1.0
cliente_35615,agencia_26,cliente_agencia,1.0
cliente_35616,agencia_572,cliente_agencia,1.0
cliente_35617,agencia_467,cliente_agencia,1.0
cliente_35618,agencia_44,cliente_agencia,1.0
cliente_35619,agencia_33,cliente_agencia,1.0
cliente_35620,agencia_346,cliente_agencia,1.0
cliente_35621,agencia_526,cliente_agencia,1.0
cliente_35622,agencia_387,cliente_agencia,1.0
cliente_35623,agencia_604,cliente_agencia,1.0
cliente_35624,agencia_33,cliente_agencia,1.0
cliente_35625,agencia_670,cliente_agencia,1.0
cliente_35626,agencia_788,cliente_agencia,1.0
cliente_35627,agencia_592,cliente_agencia,1.0
cliente_35628,agencia_164,cliente_agencia,1.0
cliente_35629,agencia_348,cliente_agencia,1.0
cliente_35630,agencia_140,cliente_agencia,1.0
cliente_35631,agencia_104,cliente_agencia,1.0
cliente_35632,agencia_138,cliente_agencia,1.0
cliente_35633,agencia_611,cliente_agencia,1.0
cliente_35634,agencia_318,cliente_agencia,1.0
cliente_35635,agencia_23,cliente_agencia,1.0
cliente_35636,agencia_451,cliente_agencia,1.0
cliente_35637,agencia_167,cliente_agencia,1.0
cliente_35638,agencia_109,cliente_agencia,1.0
cliente_35639,agencia_222,cliente_agencia,1.0
cliente_35640,agencia_418,cliente_agencia,1.0
cliente_35641,agencia_80,cliente_agencia,1.0
cliente_35642,agencia_699,cliente_agencia,1.0
cliente_35643,agencia_599,cliente_agencia,1.0
cliente_35644,agencia_132,cliente_agencia,1.0
cliente_35645,agencia_394,cliente_agencia,1.0
cliente_35646,agencia_625,cliente_agencia,1.0
cliente_35647,agencia_433,cliente_agencia,1.0
cliente_35648,agencia_438,cliente_agencia,1.0
cliente_35649,agencia_406,cliente_agencia,1.0
cliente_35650,agencia_138,cliente_agencia,1.0
cliente_35651,agencia_316,cliente_agencia,1.0
cliente_35652,agencia_761,cliente_agencia,1.0
cliente_35653,agencia_459,cliente_agencia,1.0
cliente_35654,agencia_171,cliente_agencia,1.0
cliente_35655,agencia_352,cliente_agencia,1.0
cliente_35656,agencia_627,cliente_agencia,1.0
cliente_35657,agencia_641,cliente_agencia,1.0
cliente_35658,agencia_375,cliente_agencia,1.0
cliente_35659,agencia_124,cliente_agencia,1.0
cliente_35660,agencia_396,cliente_agencia,1.0
cliente_35661,agencia_611,cliente_agencia,1.0
cliente_35662,agencia_718,cliente_agencia,1.0
cliente_35663,agencia_124,cliente_agencia,1.0
cliente_35664,agencia_431,cliente_agencia,1.0
cliente_35665,agencia_361,cliente_agencia,1.0
cliente_35666,agencia_95,cliente_agencia,1.0
cliente_35667,agencia_78,cliente_agencia,1.0
cliente_35668,agencia_666,cliente_agencia,1.0
cliente_35669,agencia_304,cliente_agencia,1.0
cliente_35670,agencia_356,cliente_agencia,1.0
cliente_35671,agencia_439,cliente_agencia,1.0
cliente_35672,agencia_525,cliente_agencia,1.0
cliente_35673,agencia_519,cliente_agencia,1.0
cliente_35674,agencia_474,cliente_agencia,1.0
cliente_35675,agencia_747,cliente_agencia,1.0
cliente_35676,agencia_762,cliente_agencia,1.0
cliente_35677,agencia_369,cliente_agencia,1.0
cliente_35678,agencia_754,cliente_agencia,1.0
cliente_35679,agencia_122,cliente_agencia,1.0
cliente_35680,agencia_44,cliente_agencia,1.0
cliente_35681,agencia_321,cliente_agencia,1.0
cliente_35682,agencia_365,cliente_agencia,1.0
cliente_35683,agencia_260,cliente_agencia,1.0
cliente_35684,agencia_799,cliente_agencia,1.0
cliente_35685,agencia_709,cliente_agencia,1.0
cliente_35686,agencia_111,cliente_agencia,1.0
cliente_35687,agencia_395,cliente_agencia,1.0
cliente_35688,agencia_352,cliente_agencia,1.0
cliente_35689,agencia_121,cliente_agencia,1.0
cliente_35690,agencia_538,cliente_agencia,1.0
cliente_35691,agencia_580,cliente_agencia,1.0
cliente_35692,agencia_147,cliente_agencia,1.0
cliente_35693,agencia_726,cliente_agencia,1.0
cliente_35694,agencia_712,cliente_agencia,1.0
cliente_35695,agencia_501,cliente_agencia,1.0
cliente_35696,agencia_256,cliente_agencia,1.0
cliente_35697,agencia_796,cliente_agencia,1.0
cliente_35698,agencia_203,cliente_agencia,1.0
cliente_35699,agencia_507,cliente_agencia,1.0
cliente_35700,agencia_655,cliente_agencia,1.0
cliente_35701,agencia_171,cliente_agencia,1.0
cliente_35702,agencia_13,cliente_agencia,1.0
cliente_35703,agencia_632,cliente_agencia,1.0
cliente_35704,agencia_192,cliente_agencia,1.0
cliente_35705,agencia_238,cliente_agencia,1.0
cliente_35706,agencia_125,cliente_agencia,1.0
cliente_35707,agencia_561,cliente_agencia,1.0
cliente_35708,agencia_560,cliente_agencia,1.0
cliente_35709,agencia_583,cliente_agencia,1.0
cliente_35710,agencia_405,cliente_agencia,1.0
cliente_35711,agencia_533,cliente_agencia,1.0
cliente_35712,agencia_9,cliente_agencia,1.0
cliente_35713,agencia_376,cliente_agencia,1.0
cliente_35714,agencia_149,cliente_agencia,1.0
cliente_35715,agencia_70,cliente_agencia,1.0
cliente_35716,agencia_558,cliente_agencia,1.0
cliente_35717,agencia_394,cliente_agencia,1.0
cliente_35718,agencia_769,cliente_agencia,1.0
cliente_35719,agencia_173,cliente_agencia,1.0
cliente_35720,agencia_677,cliente_agencia,1.0
cliente_35721,agencia_634,cliente_agencia,1.0
cliente_35722,agencia_198,cliente_agencia,1.0
cliente_35723,agencia_679,cliente_agencia,1.0
cliente_35724,agencia_117,cliente_agencia,1.0
cliente_35725,agencia_304,cliente_agencia,1.0
cliente_35726,agencia_451,cliente_agencia,1.0
cliente_35727,agencia_71,cliente_agencia,1.0
cliente_35728,agencia_53,cliente_agencia,1.0
cliente_35729,agencia_171,cliente_agencia,1.0
cliente_35730,agencia_520,cliente_agencia,1.0
cliente_35731,agencia_534,cliente_agencia,1.0
cliente_35732,agencia_581,cliente_agencia,1.0
cliente_35733,agencia_211,cliente_agencia,1.0
cliente_35734,agencia_9,cliente_agencia,1.0
cliente_35735,agencia_81,cliente_agencia,1.0
cliente_35736,agencia_699,cliente_agencia,1.0
cliente_35737,agencia_196,cliente_agencia,1.0
cliente_35738,agencia_605,cliente_agencia,1.0
cliente_35739,agencia_33,cliente_agencia,1.0
cliente_35740,agencia_215,cliente_agencia,1.0
cliente_35741,agencia_383,cliente_agencia,1.0
cliente_35742,agencia_6,cliente_agencia,1.0
cliente_35743,agencia_379,cliente_agencia,1.0
cliente_35744,agencia_656,cliente_agencia,1.0
cliente_35745,agencia_410,cliente_agencia,1.0
cliente_35746,agencia_715,cliente_agencia,1.0
cliente_35747,agencia_514,cliente_agencia,1.0
cliente_35748,agencia_79,cliente_agencia,1.0
cliente_35749,agencia_542,cliente_agencia,1.0
cliente_35750,agencia_523,cliente_agencia,1.0
cliente_35751,agencia_702,cliente_agencia,1.0
cliente_35752,agencia_582,cliente_agencia,1.0
cliente_35753,agencia_9,cliente_agencia,1.0
cliente_35754,agencia_314,cliente_agencia,1.0
cliente_35755,agencia_521,cliente_agencia,1.0
cliente_35756,agencia_237,cliente_agencia,1.0
cliente_35757,agencia_234,cliente_agencia,1.0
cliente_35758,agencia_799,cliente_agencia,1.0
cliente_35759,agencia_443,cliente_agencia,1.0
cliente_35760,agencia_385,cliente_agencia,1.0
cliente_35761,agencia_348,cliente_agencia,1.0
cliente_35762,agencia_291,cliente_agencia,1.0
cliente_35763,agencia_755,cliente_agencia,1.0
cliente_35764,agencia_453,cliente_agencia,1.0
cliente_35765,agencia_798,cliente_agencia,1.0
cliente_35766,agencia_686,cliente_agencia,1.0
cliente_35767,agencia_708,cliente_agencia,1.0
cliente_35768,agencia_113,cliente_agencia,1.0
cliente_35769,agencia_144,cliente_agencia,1.0
cliente_35770,agencia_641,cliente_agencia,1.0
cliente_35771,agencia_328,cliente_agencia,1.0
cliente_35772,agencia_201,cliente_agencia,1.0
cliente_35773,agencia_94,cliente_agencia,1.0
cliente_35774,agencia_129,cliente_agencia,1.0
cliente_35775,agencia_49,cliente_agencia,1.0
cliente_35776,agencia_98,cliente_agencia,1.0
cliente_35777,agencia_22,cliente_agencia,1.0
cliente_35778,agencia_37,cliente_agencia,1.0
cliente_35779,agencia_565,cliente_agencia,1.0
cliente_35780,agencia_423,cliente_agencia,1.0
cliente_35781,agencia_291,cliente_agencia,1.0
cliente_35782,agencia_256,cliente_agencia,1.0
cliente_35783,agencia_680,cliente_agencia,1.0
cliente_35784,agencia_586,cliente_agencia,1.0
cliente_35785,agencia_762,cliente_agencia,1.0
cliente_35786,agencia_316,cliente_agencia,1.0
cliente_35787,agencia_315,cliente_agencia,1.0
cliente_35788,agencia_768,cliente_agencia,1.0
cliente_35789,agencia_348,cliente_agencia,1.0
cliente_35790,agencia_231,cliente_agencia,1.0
cliente_35791,agencia_776,cliente_agencia,1.0
cliente_35792,agencia_534,cliente_agencia,1.0
cliente_35793,agencia_41,cliente_agencia,1.0
cliente_35794,agencia_375,cliente_agencia,1.0
cliente_35795,agencia_363,cliente_agencia,1.0
cliente_35796,agencia_529,cliente_agencia,1.0
cliente_35797,agencia_652,cliente_agencia,1.0
cliente_35798,agencia_614,cliente_agencia,1.0
cliente_35799,agencia_518,cliente_agencia,1.0
cliente_35800,agencia_226,cliente_agencia,1.0
cliente_35801,agencia_51,cliente_agencia,1.0
cliente_35802,agencia_626,cliente_agencia,1.0
cliente_35803,agencia_273,cliente_agencia,1.0
cliente_35804,agencia_782,cliente_agencia,1.0
cliente_35805,agencia_568,cliente_agencia,1.0
cliente_35806,agencia_620,cliente_agencia,1.0
cliente_35807,agencia_164,cliente_agencia,1.0
cliente_35808,agencia_689,cliente_agencia,1.0
cliente_35809,agencia_216,cliente_agencia,1.0
cliente_35810,agencia_534,cliente_agencia,1.0
cliente_35811,agencia_719,cliente_agencia,1.0
cliente_35812,agencia_628,cliente_agencia,1.0
cliente_35813,agencia_17,cliente_agencia,1.0
cliente_35814,agencia_202,cliente_agencia,1.0
cliente_35815,agencia_699,cliente_agencia,1.0
cliente_35816,agencia_106,cliente_agencia,1.0
cliente_35817,agencia_145,cliente_agencia,1.0
cliente_35818,agencia_417,cliente_agencia,1.0
cliente_35819,agencia_158,cliente_agencia,1.0
cliente_35820,agencia_230,cliente_agencia,1.0
cliente_35821,agencia_108,cliente_agencia,1.0
cliente_35822,agencia_414,cliente_agencia,1.0
cliente_35823,agencia_417,cliente_agencia,1.0
cliente_35824,agencia_599,cliente_agencia,1.0
cliente_35825,agencia_215,cliente_agencia,1.0
cliente_35826,agencia_127,cliente_agencia,1.0
cliente_35827,agencia_304,cliente_agencia,1.0
cliente_35828,agencia_460,cliente_agencia,1.0
cliente_35829,agencia_323,cliente_agencia,1.0
cliente_35830,agencia_306,cliente_agencia,1.0
cliente_35831,agencia_461,cliente_agencia,1.0
cliente_35832,agencia_372,cliente_agencia,1.0
cliente_35833,agencia_219,cliente_agencia,1.0
cliente_35834,agencia_679,cliente_agencia,1.0
cliente_35835,agencia_783,cliente_agencia,1.0
cliente_35836,agencia_588,cliente_agencia,1.0
cliente_35837,agencia_451,cliente_agencia,1.0
cliente_35838,agencia_355,cliente_agencia,1.0
cliente_35839,agencia_749,cliente_agencia,1.0
cliente_35840,agencia_157,cliente_agencia,1.0
cliente_35841,agencia_635,cliente_agencia,1.0
